交易標的,土地移轉總面積平方公尺,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位移轉總面積平方公尺,車位總價元,主建物面積,附屬建物面積,陽台面積,電梯,真實單價(元/平方公尺),交易年,交易月,建築完成年,屋齡,移轉層次_num,總樓層數_num,是否為頂樓,土地筆數,建物棟數,車位數,鄉鎮市區_中區,鄉鎮市區_北區,鄉鎮市區_北屯區,鄉鎮市區_南區,鄉鎮市區_南屯區,鄉鎮市區_后里區,鄉鎮市區_外埔區,鄉鎮市區_大安區,鄉鎮市區_大甲區,鄉鎮市區_大肚區,鄉鎮市區_大里區,鄉鎮市區_大雅區,鄉鎮市區_太平區,鄉鎮市區_新社區,鄉鎮市區_東勢區,鄉鎮市區_東區,鄉鎮市區_梧棲區,鄉鎮市區_沙鹿區,鄉鎮市區_清水區,鄉鎮市區_潭子區,鄉鎮市區_烏日區,鄉鎮市區_石岡區,鄉鎮市區_神岡區,鄉鎮市區_西區,鄉鎮市區_西屯區,鄉鎮市區_豐原區,鄉鎮市區_霧峰區,鄉鎮市區_龍井區,建物型態_住宅大樓(11層含以上有電梯),建物型態_公寓(5樓含以下無電梯),建物型態_其他,建物型態_華廈(10層含以下有電梯),建物型態_透天厝,主要用途_住商用,主要用途_住家用,主要用途_其他,主要用途_商業用,主要用途_辦公用,主要建材_其他,主要建材_加強磚造,主要建材_鋼筋混凝土造,主要建材_鋼骨鋼筋混凝土造、鋼筋混凝土造,車位類別_一樓平面,車位類別_其他,車位類別_升降平面,車位類別_升降機械,車位類別_坡道平面,車位類別_坡道機械,車位類別_塔式車位,使用分區_一般農業區,使用分區_住,使用分區_其他,使用分區_商,使用分區_山坡地保育區,使用分區_工,使用分區_工業區,使用分區_特定農業區,使用分區_農,使用分區_都市：其他:住宅區,使用分區_都市：其他:保護區,使用分區_都市：其他:第一之二種住宅區,使用分區_都市：其他:第一種新市政中心專用區,使用分區_都市：其他:第三種新市政中心專用區,使用分區_都市：其他:第三種遊憩區,使用分區_都市：其他:第二種住宅區,使用分區_都市：其他:第二種創新研發專用區,使用分區_都市：其他:第五種新市政中心專用區,使用分區_都市：其他:第八種新市政中心專用區,使用分區_都市：其他:第六種新市政中心專用區,使用分區_都市：其他:第四種新市政中心專用區,使用分區_都市：其他:道路用地,使用分區_都市：其他:風景區,使用分區_鄉村區,Income_Median,Higher_Ed_Ratio,id,Address,Response_Address,Response_X,Response_Y
房地(土地+建物),6.73,74.97,2,2,1,1,1,5170000.0,68961,0.0,0.0,45.8,0.0,4.09,1,68960.9177004135,2022,3,2025.0,0.0,10.0,28.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,6920.0,臺中市東區進德路３６１號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,31.86,145.05,3,2,2,1,1,15750000.0,118361,27.19,1800000.0,70.54,0.0,6.86,1,118360.7670117088,2022,3,2025.0,0.0,9.0,21.0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,44.8411398624304,6952.0,臺中市東區進德路３６１號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,9.42,131.24,3,2,2,1,1,8020000.0,66385,24.74,950000.0,66.1,0.0,4.74,1,66384.97652582159,2022,3,2025.0,0.0,28.0,28.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,6968.0,臺中市東區進德路３６１號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,15.49,144.70999999999998,3,2,2,1,1,8600000.0,63200,26.04,1100000.0,71.51,0.0,7.68,1,63200.471896856834,2022,3,2025.0,0.0,13.0,13.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,387,47.205474629230295,6969.0,臺中市東區進德路３６１號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,31.97,146.84,3,2,2,1,1,15980000.0,118512,27.19,1800000.0,72.25,0.0,6.78,1,118512.3276222315,2022,3,2025.0,0.0,9.0,21.0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,44.8411398624304,6990.0,臺中市南區南平路３３８巷８號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,35.4,159.60000000000002,3,2,2,1,1,17130000.0,116154,27.19,1750000.0,80.39,0.0,7.03,1,116154.36900536212,2022,3,2025.0,0.0,5.0,21.0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,44.8411398624304,6992.0,臺中市東區進德路３６１號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,6.73,99.02,2,2,1,1,1,5840000.0,66370,24.74,910000.0,45.5,0.0,3.94,1,66370.4900376952,2022,3,2025.0,0.0,24.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,7042.0,臺中市東區進德路３５９號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,9.42,131.36,3,2,2,1,1,8450000.0,69405,24.74,1050000.0,66.53,0.0,4.41,1,69405.3648471206,2022,3,2025.0,0.0,22.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,7048.0,臺中市東區進德路３５７號,找不到指定的門牌地址。,,
房地(土地+建物),6.5,74.3,2,2,1,1,1,4750000.0,63930,0.0,0.0,45.5,0.0,3.94,1,63930.013458950205,2022,3,2025.0,0.0,8.0,28.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,7108.0,臺中市東區進德路３６１號,找不到指定的門牌地址。,,
房地(土地+建物),6.5,74.3,2,2,1,1,1,4630000.0,62315,0.0,0.0,45.5,0.0,3.94,1,62314.939434724096,2022,2,2025.0,0.0,15.0,28.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,7249.0,臺中市東區進德路３５５號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,11.43,151.39,3,2,2,1,1,9690000.0,68220,24.74,1050000.0,75.64,0.0,8.59,1,68219.50256612712,2022,2,2025.0,0.0,18.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,7300.0,臺中市東區進德路３６１號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,6.5,99.04,2,2,1,1,1,5730000.0,64334,24.74,950000.0,45.5,0.0,3.94,1,64333.78196500673,2022,1,2025.0,0.0,28.0,28.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,7421.0,臺中市東區進德路３５７號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,42.05,248.11,2,2,2,1,1,32630000.0,170593,89.37,5550000.0,91.05,0.0,9.24,1,170593.4232077611,2022,1,2025.0,0.0,25.0,34.0,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,56.37375658101005,7442.0,臺中市南區南平路３３８巷８號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,42.05,248.11,2,2,2,1,1,33200000.0,168515,89.37,6450000.0,91.05,0.0,9.24,1,168514.55209776992,2022,1,2025.0,0.0,20.0,34.0,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,56.37375658101005,7460.0,臺中市東區進德路３５９號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,45.05,229.52,3,2,2,1,1,34100000.0,178887,59.58,3700000.0,98.08,0.0,9.23,1,178886.66588207602,2022,1,2025.0,0.0,22.0,34.0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,56.37375658101005,7461.0,臺中市東區進德路３５５號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,11.43,152.74,3,2,2,1,1,8470000.0,58359,24.74,1000000.0,76.63,0.0,8.56,1,58359.375,2021,12,2025.0,0.0,17.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,7492.0,臺中市東區進德路３５５號,找不到指定的門牌地址。,,
房地(土地+建物),6.5,73.03999999999999,2,2,1,1,1,4180000.0,57229,0.0,0.0,45.06,0.0,3.66,1,57228.91566265061,2021,12,2025.0,0.0,10.0,28.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,7651.0,臺中市東區進德路３５９號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,9.42,130.91,3,2,2,1,1,7250000.0,58397,24.74,1050000.0,66.47,0.0,4.34,1,58396.91061505133,2021,12,2025.0,0.0,12.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,7674.0,臺中市南區南平路３３８巷８號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,13.0,171.86,4,2,2,1,1,11250000.0,69331,24.74,1050000.0,88.14,0.0,9.94,1,69331.15823817292,2021,12,2025.0,0.0,16.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,7677.0,臺中市東區進德路３５５號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,13.23,173.01,4,2,2,1,1,9830000.0,59554,24.74,1000000.0,88.79,0.0,9.94,1,59553.51723207662,2021,12,2025.0,0.0,18.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,7701.0,臺中市東區進德路３５７號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,9.42,131.58,3,2,2,1,1,7660000.0,62804,24.74,950000.0,66.46,0.0,4.8,1,62804.19318607262,2021,11,2025.0,0.0,10.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,7807.0,臺中市東區進德路３６１號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,9.42,131.58,3,2,2,1,1,7850000.0,64115,24.74,1000000.0,66.46,0.0,4.8,1,64114.56383377011,2021,11,2025.0,0.0,20.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,7842.0,臺中市東區進德路３５９號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,9.42,131.5,3,2,2,1,1,6750000.0,54327,24.74,950000.0,66.11,0.0,4.96,1,54327.463469464215,2021,11,2025.0,0.0,24.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,7843.0,臺中市東區進德路３５７號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,13.0,196.6,4,2,2,1,1,11700000.0,66272,49.48,1950000.0,88.14,0.0,9.94,1,66272.43066884176,2021,11,2025.0,0.0,27.0,28.0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,7844.0,臺中市東區進德路３５７號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,9.42,131.58,3,2,2,1,1,7950000.0,65051,24.74,1000000.0,66.46,0.0,4.8,1,65050.54286783975,2021,11,2025.0,0.0,26.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,7878.0,臺中市東區進德路３６１號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,7.62,110.31,2,2,1,1,1,5690000.0,56328,24.74,870000.0,52.79,0.0,4.2,1,56328.15238985625,2021,11,2025.0,0.0,19.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,8025.0,臺中市東區進德路３５５號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,6.5,99.17,2,2,1,1,1,4850000.0,52398,24.74,950000.0,45.58,0.0,3.81,1,52398.22652156388,2021,10,2025.0,0.0,25.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,8317.0,臺中市東區進德路３５９號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,22.83,173.21,3,2,2,1,1,20300000.0,127341,24.79,1400000.0,87.5,0.0,11.17,1,127341.32866190538,2021,10,2025.0,0.0,12.0,15.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,56.37375658101005,8343.0,臺中市東區進德路３５７號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,28.25,233.46,4,2,2,1,1,26400000.0,126169,49.58,3200000.0,108.31,0.0,13.93,1,126169.2408092234,2021,10,2025.0,0.0,13.0,15.0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,56.37375658101005,8344.0,臺中市東區進德路３５７號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,43.12,168.37,3,2,2,1,1,17800000.0,123582,39.71,1900000.0,77.13,0.0,6.64,1,123581.5327219027,2021,10,2025.0,0.0,9.0,12.0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,62.03686804161344,8404.0,臺中市東區進德路３６１號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,11.66,155.31,3,2,2,1,1,7770000.0,51850,24.74,1000000.0,78.64,0.0,8.01,1,51849.58259937199,2021,10,2025.0,0.0,20.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,8473.0,臺中市東區進德路３６１號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,7.62,110.19,2,2,1,1,1,5460000.0,52779,24.74,950000.0,52.79,0.0,4.2,1,52779.403159742535,2021,10,2025.0,0.0,8.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,8474.0,臺中市東區進德路３５９號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,6.73,99.95,2,2,1,1,1,4950000.0,52520,24.74,1000000.0,46.09,0.0,3.82,1,52519.61175375615,2021,10,2025.0,0.0,19.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,8538.0,臺中市東區進德路３５７號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,6.73,99.6,2,2,1,1,1,5070000.0,55036,24.74,950000.0,45.8,0.0,4.09,1,55036.067325674594,2021,9,2025.0,0.0,21.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,8732.0,臺中市東區進德路３５７號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,11.43,153.1,3,2,2,1,1,7310000.0,50093,24.74,880000.0,76.63,0.0,8.56,1,50093.48706762232,2021,9,2025.0,0.0,9.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,8776.0,臺中市東區進德路３６１號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,50.11,228.98,3,2,3,1,1,25070000.0,142551,79.42,3750000.0,88.73,0.0,8.63,1,142551.48435410537,2021,9,2025.0,0.0,0.0,12.0,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,62.03686804161344,8777.0,臺中市東區進德路３５７號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,9.42,131.58,3,2,2,1,1,6850000.0,55504,24.74,920000.0,66.46,0.0,4.8,1,55503.556720329456,2021,9,2025.0,0.0,21.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,8778.0,臺中市東區進德路３５９號,找不到指定的門牌地址。,,
房地(土地+建物),10.76,122.63,0,0,1,1,1,11110000.0,90598,0.0,0.0,76.05,0.0,5.77,1,90597.7330180217,2021,9,2025.0,0.0,1.0,28.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,8779.0,臺中市東區進德路３５５號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,7.62,110.31,2,2,1,1,1,6030000.0,59717,24.74,920000.0,52.79,0.0,4.2,1,59717.19060418371,2021,9,2025.0,0.0,28.0,28.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,8899.0,臺中市東區進德路３５９號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,19.93,102.3,2,2,1,1,1,5450000.0,57042,26.04,1100000.0,45.4,0.0,5.49,1,57041.69944925256,2021,8,2025.0,0.0,2.0,13.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,387,47.205474629230295,9088.0,臺中市東區進德路３５９號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,6.73,98.91,2,2,1,1,1,4600000.0,49616,24.74,920000.0,45.5,0.0,3.94,1,49615.74760684913,2021,8,2025.0,0.0,4.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,9199.0,臺中市東區進德路３６１號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,9.42,131.58,3,2,2,1,1,6740000.0,55504,24.74,810000.0,66.46,0.0,4.8,1,55503.556720329456,2021,8,2025.0,0.0,23.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,9200.0,臺中市東區進德路３５９號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,6.5,99.23,2,2,1,1,1,4550000.0,49403,24.74,870000.0,45.5,0.0,3.94,1,49402.60437642637,2021,8,2025.0,0.0,5.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,9201.0,臺中市東區進德路３５９號,找不到指定的門牌地址。,,
